baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000121957.11 1049.0905760357 3.16030580308403 0.0748055538426827 42.2469407783572 0 0
ENSG00000123473.14 274.400657632931 2.77142143541947 0.0738587347328915 37.5232725748993 0 0
ENSG00000124920.12 1176.76139410518 5.9730050839939 0.153275224155193 38.9691492341005 0 0
ENSG00000125285.5 665.225251905404 8.73100596379213 0.194944255122175 44.7871929250761 0 0
ENSG00000125462.15 17809.0169404581 12.0209667524271 0.155068224208381 77.5205030804588 0 0
ENSG00000127249.13 577.90106382452 5.80590537959795 0.121413941539148 47.8190997343245 0 0
ENSG00000127589.4 105.433796971591 2.57966598621809 0.0686298022360037 37.5881308436114 0 0
ENSG00000129151.7 1129.5072135443 12.3852914288547 0.202336444655711 61.2113722267339 0 0
ENSG00000129654.7 867.747500783943 8.10090242036904 0.19670718891511 41.1825437852453 0 0
ENSG00000130055.12 538.332326904379 5.81142241014475 0.141972197575746 40.9335243757439 0 0
ENSG00000131095.10 284851.259066935 11.8405378545996 0.168245268571014 70.3766468749271 0 0
ENSG00000133048.11 91933.4884811368 10.4519136261524 0.278272994315977 37.5599279831096 0 0
ENSG00000134222.15 2825.32527151255 4.48415101581318 0.089330752032888 50.197170781259 0 0
ENSG00000136541.13 979.206162937431 8.66554151597796 0.182953904895195 47.3646163548246 0 0
ENSG00000138798.10 87.8807341395832 6.16531810743576 0.158249260397019 38.959538211857 0 0
ENSG00000139800.8 103.879867529416 8.95160095505138 0.215567962155428 41.5256556008872 0 0
ENSG00000140067.6 414.64604498094 8.3604878165203 0.188524121632169 44.3470455883227 0 0
ENSG00000144749.12 6076.09438570015 3.08720924499603 0.0811371595352295 38.0492645130813 0 0
ENSG00000148204.10 1149.52023566722 7.71660313907796 0.148745290701402 51.8779660363744 0 0
ENSG00000148719.13 2789.43304357431 -1.39478784179672 0.0364935311748025 -38.2201392108574 0 0
ENSG00000150656.13 695.912398319009 8.55741336018675 0.18518961812689 46.2089260010422 0 0
ENSG00000151322.17 1404.78453107963 4.77530609443933 0.124742392484183 38.2813412452773 0 0
ENSG00000153822.12 714.497787628347 9.19442159639284 0.188704387804863 48.7239417342042 0 0
ENSG00000154545.15 43.5713063040767 6.03783437559198 0.147545256072313 40.9219146472102 0 0
ENSG00000154764.5 137.983380423999 7.47355610408384 0.195257244695552 38.2754356476591 0 0
ENSG00000155256.16 3295.23831551015 -2.01318474914969 0.0535977693170277 -37.5609801453082 0 0
ENSG00000155368.15 12750.7447690848 3.26010487891428 0.0830498253326649 39.2548071697392 0 0
ENSG00000158055.14 80.5507301936207 5.92029150530463 0.15176657266059 39.0091928777012 0 0
ENSG00000162490.6 746.098398005922 7.87969940846329 0.149090152640664 52.8519105313072 0 0
ENSG00000162493.15 6100.31318058125 7.13144916474315 0.172330352192583 41.3824324851004 0 0
ENSG00000163362.9 166.075782862363 6.94886728146533 0.156553707148997 44.3864754659043 0 0
ENSG00000163406.9 971.054782612584 5.64600505907055 0.102374518042438 55.1504922028551 0 0
ENSG00000164106.6 3826.66063271414 4.58397476551255 0.106734615626243 42.9474050064925 0 0
ENSG00000164434.10 7351.02617362515 9.1527882449692 0.218098735262659 41.9662600699925 0 0
ENSG00000164776.8 1228.2074878679 5.70675218687306 0.13678132960194 41.7217189179313 0 0
ENSG00000165478.6 2123.88396211498 9.56444940850426 0.185904126202006 51.4482900616816 0 0
ENSG00000165533.17 3116.36661405092 -2.46332499923134 0.0650777119243663 -37.8520529746686 0 0
ENSG00000166682.9 271.423576870967 4.252230528033 0.102923945959345 41.314297546585 0 0
ENSG00000167191.10 7213.93494306312 4.05604749428629 0.0970431388341874 41.7963345272317 0 0
ENSG00000167614.12 8423.27037636875 7.27813829166761 0.135997955261444 53.5165273454006 0 0
ENSG00000167755.12 371.138526260061 9.58460247869874 0.25033493567433 38.2871150320293 0 0
ENSG00000168309.15 12184.0639173082 4.86643579028144 0.121847329872669 39.9387971436624 0 0
ENSG00000168781.20 1543.89157021024 -2.26253404305833 0.0599264897416761 -37.7551572403355 0 0
ENSG00000169085.10 1857.59720471316 6.02610456647565 0.122058195135981 49.3707494180311 0 0
ENSG00000170075.8 4536.67942155012 5.89070336645579 0.152547171039037 38.6156185416795 0 0
ENSG00000170390.13 5078.47063984876 3.09980687240092 0.0771574007556178 40.1751075340005 0 0
ENSG00000170439.6 2811.20507415919 8.00476750190253 0.178291612306451 44.8970503903671 0 0
ENSG00000171766.14 7106.11442436721 5.02221413186202 0.111518208351586 45.0349248440969 0 0
ENSG00000171885.12 25596.9387661744 8.8182359914567 0.178514044349289 49.3979956792784 0 0
ENSG00000174776.9 89.1881608215428 6.90416950494194 0.162467268416543 42.4957566667561 0 0
ENSG00000177807.6 2742.18081387413 7.95193481232889 0.147671784613122 53.8487080193537 0 0
ENSG00000178445.8 1125.82291209293 7.02745941042889 0.17586579313354 39.9592171121801 0 0
ENSG00000178458.5 36.1599243834756 3.76747735711364 0.090688868141386 41.5428865121578 0 0
ENSG00000180638.16 356.990696999749 5.72703811246722 0.146288703664182 39.1488745816909 0 0
ENSG00000180834.6 494.303869451406 3.7648368267898 0.094002802743449 40.0502614487435 0 0
ENSG00000181031.14 1261.54328927255 -3.64936851796949 0.0946595158024485 -38.5525796010368 0 0
ENSG00000181449.3 6448.09079779708 6.8727031995189 0.174089981422122 39.4778788726183 0 0
ENSG00000182175.12 6503.237039259 5.6831057671746 0.133594215810634 42.5400585847987 0 0
ENSG00000182902.12 1028.88050346669 4.35965566194272 0.0951539940320118 45.8168435943533 0 0
ENSG00000183888.4 76.9904945604373 7.49142248923501 0.169213377287145 44.2720463910045 0 0
ENSG00000185607.5 36.7434209479768 4.30113650526292 0.0973608830077186 44.1772544823975 0 0
ENSG00000185610.6 246.611023043551 8.13350472726273 0.187460178811677 43.3879065880635 0 0
ENSG00000187243.15 45.4512811008367 5.95020153018018 0.144925165344423 41.0570622157939 0 0
ENSG00000187653.11 803.754274199705 4.50114814784997 0.10464692720721 43.0127120592589 0 0
ENSG00000187773.8 806.114881111149 7.4197799598439 0.145792918273078 50.89259511183 0 0
ENSG00000188039.12 210.356830491383 6.61791615799074 0.170762002862308 38.755203423838 0 0
ENSG00000188219.13 19.5882691689086 5.70021309954979 0.14802448235103 38.508583235793 0 0
ENSG00000188460.4 35.2428655349724 4.43344023801584 0.100028027662192 44.3219799653371 0 0
ENSG00000188765.7 46.620162639091 4.81496722082517 0.122516701136234 39.3004967989721 0 0
ENSG00000196091.11 631.787710287532 8.58432150533091 0.211956011920079 40.5004860563604 0 0
ENSG00000196338.11 2838.09939376639 5.33780758764401 0.136729541070022 39.0391684625814 0 0
ENSG00000196604.10 15.8463018471135 4.63127605578156 0.12283910832743 37.701967385149 0 0
ENSG00000204434.5 18.9290674648671 5.08989015518349 0.130530267552644 38.9939456236132 0 0
ENSG00000204655.10 1028.76230585507 9.77223032000352 0.225034148284241 43.4255440541414 0 0
ENSG00000205927.4 2840.02114697361 10.5350449408271 0.243992098557922 43.1778119172417 0 0
ENSG00000213399.3 35.1707956213009 3.17373347804692 0.0840915246693598 37.7414191326147 0 0
ENSG00000213553.4 895.456383497131 3.65639061302922 0.0934921689931357 39.1090575008231 0 0
ENSG00000213763.4 124.656207378842 4.89206463861861 0.0932741887735 52.4482142696318 0 0
ENSG00000213857.3 20.4848508005809 3.87657804228543 0.0975815288956079 39.7265556930613 0 0
ENSG00000214391.3 260.317967284742 4.31810164495605 0.0906686538955054 47.6250772392917 0 0
ENSG00000219507.4 190.557023886884 3.28008954784397 0.0835094397996648 39.2780691106628 0 0
ENSG00000224550.1 75.1996991815767 4.72460893423306 0.12290801351322 38.4402025481022 0 0
ENSG00000224861.1 155.06179567027 4.60688329233149 0.0928170386465649 49.6340258158192 0 0
ENSG00000225472.1 115.377559526938 6.56679047247202 0.164783296455275 39.8510687292529 0 0
ENSG00000227082.1 107.49012408113 3.75572081304797 0.0983987506594363 38.1683790482943 0 0
ENSG00000227640.2 297.837728785471 7.5162924420639 0.166247264588071 45.2115254990079 0 0
ENSG00000228818.1 28.6350922302061 3.68838074363216 0.0915875980443847 40.2716177996579 0 0
ENSG00000229349.2 21.0561317161168 4.12699718507677 0.109652408157057 37.6370866307432 0 0
ENSG00000229453.2 79.8494494333528 8.73317156530988 0.208672391380183 41.8511117237297 0 0
ENSG00000231167.3 60.1705762229857 3.65153698451256 0.0880278566274404 41.481607350352 0 0
ENSG00000231768.1 152.580738524445 5.75618149610823 0.129738760700374 44.3674771135041 0 0
ENSG00000234645.3 37.0204189716299 3.33400903630208 0.0869591934085627 38.3399259539795 0 0
ENSG00000234664.1 214.712325498333 3.96369213576421 0.0822970154478936 48.1632549393462 0 0
ENSG00000234743.1 17.5970730988207 3.41645907613016 0.0906634285133606 37.682879769175 0 0
ENSG00000234961.1 88.9504353619012 4.54861814072001 0.11104856896318 40.9606191524014 0 0
ENSG00000234975.6 126.177675792394 3.87426200837074 0.0957639004020021 40.4563931931258 0 0
ENSG00000235001.3 32.6117736799706 3.28661694668776 0.0873137789618047 37.6414465822798 0 0
ENSG00000235363.1 128.766814060988 4.62845509118229 0.0896045641282281 51.6542336454956 0 0
ENSG00000235655.3 517.667667660759 3.14328742151593 0.0761764314888249 41.2632537398008 0 0
ENSG00000236480.1 38.4861194788616 4.03344861536893 0.0971294269481966 41.5265356967477 0 0
ENSG00000236603.2 51.2897547176661 3.6441866979362 0.0876539796888789 41.5746861793494 0 0
ENSG00000236876.3 49.5670607704977 4.61961871626645 0.112219722583576 41.165836182013 0 0
ENSG00000237264.4 110.95614687278 4.11165634832306 0.0958599761060154 42.8923155976569 0 0
ENSG00000237928.4 225.935486535558 5.66451066267901 0.150822109945423 37.5575614525535 0 0
ENSG00000241889.1 24.4181398214359 2.95887461438376 0.075277207796393 39.3063810547651 0 0
ENSG00000242808.6 4334.68244217913 7.61023543232961 0.108649918236641 70.0436369933978 0 0
ENSG00000242992.3 38.4271736513961 3.99744882681779 0.102299098430165 39.0760904852615 0 0
ENSG00000243547.1 87.3460669032501 2.98055182500056 0.078697663257767 37.8734475919321 0 0
ENSG00000247763.2 30.4516514371916 4.50946926433694 0.110628132089225 40.7624098787089 0 0
ENSG00000248180.1 57.839084277487 3.96067368566038 0.0940160024688302 42.1276546721234 0 0
ENSG00000249210.1 30.4330223232981 3.65926653630816 0.0958038594178326 38.1953979572876 0 0
ENSG00000251442.4 671.74110743081 5.20848190961465 0.123052808892073 42.3272085904426 0 0
ENSG00000253954.3 21.8871078094171 4.02564465320353 0.0943995418274382 42.644747795094 0 0
ENSG00000254919.1 106.274079811158 10.0981635694387 0.227848020355272 44.319733626358 0 0
ENSG00000256463.7 814.724956972472 11.289112444573 0.21762856605965 51.8733025216864 0 0
ENSG00000258584.1 120.278225346653 8.08317779173483 0.181873180085914 44.4440339577087 0 0
ENSG00000259407.1 74.6022982334998 4.08021693479718 0.104270122499601 39.1312183872498 0 0
ENSG00000259917.1 76.8090453488317 2.51008113575485 0.0668505724366104 37.5476386254579 0 0
ENSG00000260664.2 156.410375404015 9.3338953382937 0.184202520339442 50.6719198037765 0 0
ENSG00000266920.1 18.9978226846166 4.08151181359393 0.106275099988201 38.4051561847233 0 0
ENSG00000268496.1 60.4638026601043 6.08595380002019 0.140240629371982 43.396509465723 0 0
ENSG00000276043.3 863.228861882168 4.72486131279328 0.119023646082769 39.6968288932068 0 0
ENSG00000241511.1 22.6186827623653 4.02462979429257 0.107376710672788 37.4814032677619 1.85054702480692e-307 5.76247581131599e-305
ENSG00000227347.1 37.185816808881 2.85132099242948 0.0761967782853242 37.4204927897674 1.81425594044475e-306 5.61077289198365e-304
ENSG00000140839.10 169.630371522092 5.01380400997307 0.134053761461561 37.4014421923605 3.7020444222893e-306 1.13710686908304e-303
ENSG00000121005.7 2780.01407220238 4.15946196555661 0.111274825856599 37.3800806564906 8.23324145689096e-306 2.51180620446987e-303
ENSG00000131979.17 5629.71019215257 -4.96377546547387 0.132930820336385 -37.3410429042183 3.54348412283023e-305 1.07379459808074e-302
ENSG00000231064.4 512.200936462792 3.67152108827965 0.0983291840504347 37.3390781560484 3.81342149638001e-305 1.14789071603034e-302
ENSG00000005513.9 3854.63031300889 5.73247249393604 0.153738069831646 37.2872672345471 2.6394172133375e-304 7.89238185540497e-302
ENSG00000162944.9 1247.52794829273 3.47419752825053 0.0934634919180764 37.1717069087872 1.95568232458218e-302 5.80940581049569e-300
ENSG00000197971.13 19139.793707806 5.91059287084081 0.159348613903196 37.09221389545 3.75100276924132e-301 1.10696259501166e-298
ENSG00000101265.14 5752.60803312973 4.03182214245649 0.108704360096055 37.0897923403792 4.1037710051222e-301 1.20320434041089e-298
ENSG00000118655.4 479.757809203666 2.11963719607419 0.0571631352609798 37.0804922857525 5.79531927441683e-301 1.68819519921593e-298
ENSG00000244567.1 795.500860778255 -2.48373824952479 0.0670113342785438 -37.0644500108104 1.0508762626876e-300 3.04161314185068e-298
ENSG00000213362.3 45.7591354374792 3.63487986854027 0.0980780052479653 37.0611112996273 1.18940861829876e-300 3.42064827601436e-298
ENSG00000174132.8 1750.79990804088 -2.20374335318541 0.0595334201907917 -37.0169116123834 6.12121460110282e-300 1.7492726687911e-297
ENSG00000250198.1 31.6875369680609 8.05905779455767 0.217881041421862 36.9883388750364 1.76334539574344e-299 5.00745731500677e-297
ENSG00000102174.8 176.950103429213 4.56137820813245 0.123350191109509 36.9790931582984 2.48284080407113e-299 7.00657674908873e-297
ENSG00000261762.1 322.249846816062 -5.31192095246324 0.143756903212755 -36.9507191220012 7.0923267001373e-299 1.98902319978012e-296
ENSG00000072864.11 929.769096085347 2.05308525794253 0.0557794186342029 36.8072186518563 1.41523128648258e-296 3.94447673131245e-294
ENSG00000125820.5 366.61237797348 7.65795764660477 0.208108831272079 36.7978504314064 1.99834913450294e-296 5.53554970067956e-294
ENSG00000257060.5 22.5593701160205 6.77248454608437 0.184108083602888 36.785373100142 3.16363337941294e-296 8.71002282605202e-294
ENSG00000068489.11 417.898056801347 2.98991565937133 0.081360125757427 36.7491523831426 1.19944191676566e-295 3.28225463186686e-293
ENSG00000228477.1 22.9208945741262 3.11466297200938 0.0848192249580208 36.7211911397553 3.3527385555204e-295 9.1194488710155e-293
ENSG00000240489.1 47.0231574686565 3.27989409545858 0.0893411325650995 36.7120272744321 4.69497490588303e-295 1.26938626916425e-292
ENSG00000225137.1 63.1080591014853 2.6869973712164 0.0733119727238576 36.6515491451505 4.32321737074819e-294 1.16191613526204e-291
ENSG00000186076.5 38.1971189066571 3.44899086215918 0.0943491210884806 36.5556225894751 1.45165227810692e-292 3.87840258349607e-290
ENSG00000229132.2 109.529489850229 3.4182205856478 0.0935108972586659 36.5542486047639 1.52648218595941e-292 4.05433668590819e-290
ENSG00000235587.2 179.536788340691 3.41072115515774 0.0933651802030214 36.5309759777807 3.57528309544652e-292 9.44042001904102e-290
ENSG00000140905.8 440.099898753356 1.94721197354194 0.0533056963220967 36.5291536907429 3.82157420883496e-292 1.00320766672858e-289
ENSG00000226608.3 667.435974107594 3.94992353599064 0.108196590458145 36.5069131962955 8.61452448311447e-292 2.24834109515367e-289
ENSG00000214222.2 15.7457934641774 4.6073502365543 0.126242574144463 36.4960099061509 1.28293300482148e-291 3.32913741572985e-289
ENSG00000134569.8 2257.92625708909 4.3857438815816 0.120171813694284 36.4956119638744 1.30171546133975e-291 3.35857465773786e-289
ENSG00000216624.2 56.4268438480725 3.54988009147627 0.0974110065731724 36.4422893916993 9.11353964508088e-291 2.33803717076529e-288
ENSG00000278041.1 98.9873439641627 8.16177945760465 0.224036633281138 36.4305575301279 1.39789098637232e-290 3.56596462241148e-288
ENSG00000123009.4 43.7225646588945 3.31272746169357 0.091160975164442 36.3393157622311 3.87563461395817e-289 9.83104798255276e-287
ENSG00000228775.6 136.619298573249 3.32480171845499 0.0915777379094055 36.3057856019996 1.31120557529275e-288 3.30746112489488e-286
ENSG00000166228.7 4713.30943876307 -2.47172097581863 0.0681720889573365 -36.257081360166 7.6855894882274e-288 1.92788742540246e-285
ENSG00000214612.3 35.103426947062 4.1009043048017 0.113121001397307 36.2523691811954 9.11859387273301e-288 2.27471132895934e-285
ENSG00000217094.2 68.3004450636002 3.55403102722866 0.0980366059532066 36.2520814819418 9.21426911950152e-288 2.28594878727326e-285
ENSG00000216819.1 26.5304406066178 4.51384558060208 0.12452538847687 36.2483958959141 1.0532420465337e-287 2.59868769863877e-285
ENSG00000213684.4 21.4810141773135 4.15473575638189 0.114628305427032 36.2452863706218 1.17900303662953e-287 2.89317092988568e-285
ENSG00000117519.14 19812.9372284078 2.87460943501631 0.0795209787750298 36.1490700856282 3.84777937286222e-286 9.39107752667431e-284
ENSG00000257126.4 22.6465196729248 7.49219491554285 0.20758408631056 36.092337561628 2.99126997591574e-285 7.26138827701868e-283
ENSG00000186960.9 117.073307682475 8.41627530811338 0.233653701710282 36.0202951911676 4.025666298251e-284 9.72015426195877e-282
ENSG00000223361.5 89.7658511808329 4.09702944409766 0.113776408526072 36.0094812024131 5.94443112704872e-284 1.42767528855587e-281
ENSG00000161654.8 358.709063791614 1.36124023810791 0.0378234753759758 35.9892956577048 1.23010171979033e-283 2.93870650010438e-281
ENSG00000101888.10 571.345298377235 3.14374875086356 0.0873764770732739 35.9793488609894 1.75997850942286e-283 4.18244998197163e-281
ENSG00000140262.16 6029.21437164455 2.28315834024533 0.0634892338486531 35.9613465440135 3.36474071102264e-283 7.95417657508347e-281
ENSG00000225177.4 218.758619360093 3.87158572773206 0.107832797536125 35.9036009098721 2.68401517900413e-282 6.31190902929138e-280
ENSG00000227376.1 89.5870968652787 2.97763125374471 0.0831386868937934 35.8152307306528 6.39868383314825e-281 1.49696047893425e-278
ENSG00000112539.13 52.409206140471 6.07099930961353 0.169594481490792 35.7971512766655 1.22307447308557e-280 2.84661126849276e-278
ENSG00000234906.7 74.0421822352159 5.42697514236076 0.151680961377635 35.7788814962044 2.35306011352251e-280 5.44848052542402e-278
ENSG00000064692.17 599.082592894097 4.31655528624204 0.120757420908559 35.7456730506911 7.72339037636893e-280 1.77921695037658e-277
ENSG00000248590.2 15.2463960352654 6.96886225213734 0.194991587570711 35.7392969561325 9.70197052032514e-280 2.22367194382599e-277
ENSG00000204580.10 19913.6454088201 2.77879412403404 0.0777701010684002 35.7308796807406 1.31097505466057e-279 2.98955281151687e-277
ENSG00000235238.1 33.6881742726468 3.08911048129969 0.0865469227133206 35.6928979616307 5.09485906673386e-279 1.15599535970436e-276
ENSG00000189180.14 1834.61138714281 -1.97425887125757 0.0553536276871039 -35.6662960270178 1.31723867164953e-278 2.97379802511598e-276
ENSG00000227036.5 1364.40870400707 4.63007410408389 0.129914523012548 35.639388089326 3.44056471962971e-278 7.72877503585675e-276
ENSG00000135912.9 919.991801010995 1.72414810632487 0.048414555443219 35.6121850245422 9.07504718622058e-278 2.02849767600115e-275
ENSG00000228328.2 35.6030767836416 4.12883771069089 0.11607930029941 35.5691126672985 4.20857849376254e-277 9.36087370198847e-275
ENSG00000131044.15 148.942998564616 3.74276136017257 0.105309738997839 35.540505520096 1.1647014991214e-276 2.5778726513887e-274
ENSG00000250896.1 36.7701586420053 2.94574536808147 0.0829088595168056 35.5299226795463 1.69693838587316e-276 3.73756887799731e-274
ENSG00000185839.3 31.0565235834145 3.48683504417934 0.0982169080806712 35.5013725469285 4.68143521361002e-276 1.02609787749961e-273
ENSG00000111783.11 1983.96491753429 9.0007853874583 0.254105337227116 35.4214731798944 7.97741518130698e-275 1.74007850370228e-272
ENSG00000234009.1 135.3939393386 3.31840051546112 0.09372529798407 35.4056011219632 1.40012644024552e-274 3.03935139567142e-272
ENSG00000146648.14 33058.8842069787 6.73370921864104 0.190396214370212 35.3668230269948 5.52822368353502e-274 1.19430792229174e-271
ENSG00000120256.8 2659.12645209003 -2.24338341717749 0.0636421047415726 -35.2499878231094 3.43241747804702e-272 7.38002447470376e-270
ENSG00000136982.5 222.249477562107 2.30862713642474 0.0654993787561124 35.2465501241002 3.87495917838696e-272 8.29204534703924e-270
ENSG00000220472.1 85.9865305351631 3.37326024400858 0.0957532245667601 35.2286856058483 7.27573148132521e-272 1.54959352756979e-269
ENSG00000176971.3 1831.70261084711 5.30386766841875 0.150662285698609 35.2036851414085 1.75608873467114e-271 3.72257833558081e-269
ENSG00000142945.11 594.201686541755 3.24703074970316 0.0923270688004775 35.1687841051266 6.00213582197373e-271 1.26639456370915e-268
ENSG00000196693.13 1329.47394501257 -2.15855545428371 0.0614146562741523 -35.1472365919954 1.28108818537861e-270 2.69040436028906e-268
ENSG00000166925.7 9949.45310571247 2.44503655556922 0.0696544447486182 35.1023766594266 6.20081921390081e-270 1.29620087567615e-267
ENSG00000234825.3 44.4057021126999 2.88257701242883 0.0821550327345841 35.0870411279792 1.06261048507622e-269 2.21101330056043e-267
ENSG00000240764.3 325.510097404928 4.49105109110084 0.128017977987607 35.0814093590479 1.29495392284647e-269 2.68209906075064e-267
ENSG00000198406.7 56.0809637713537 3.53341862289799 0.100745891217893 35.0725829131425 1.76531923878523e-269 3.63962074290552e-267
ENSG00000269242.1 88.140186366414 3.19221646251945 0.0910410701210602 35.0634769371082 2.43006846381169e-269 4.98738414900115e-267
ENSG00000229145.1 13.1259725470826 4.44257721993016 0.126759339020722 35.0473365848329 4.28099613095451e-269 8.74640440293476e-267
ENSG00000260290.2 50.9127721990059 3.00851691618931 0.0858597894097642 35.0398823112787 5.56013697485971e-269 1.13086173283273e-266
ENSG00000117399.12 748.249815122329 3.92062533061608 0.111956415963362 35.019210796272 1.14767781163532e-268 2.32376450901157e-266
ENSG00000129244.7 13455.0813403747 4.00137852693017 0.114447932765094 34.9624360200813 8.38091164590879e-268 1.68935233319676e-265
ENSG00000135540.10 893.17332499026 3.15402590992886 0.0904028234015108 34.8885774940979 1.10787553754673e-266 2.22323538983601e-264
ENSG00000124479.8 991.885086164417 6.93940390708485 0.198997854529608 34.8717523788799 1.99329415533409e-266 3.9823547655595e-264
ENSG00000196767.6 391.042541692773 9.34234266809207 0.268239713752404 34.8283352133138 9.06229619614235e-266 1.80255858082916e-263
ENSG00000166851.13 671.345915750546 3.27398789159567 0.0940513317552672 34.8106489349345 1.67845172377223e-265 3.32392334349841e-263
ENSG00000241007.1 19.3175722136724 4.26522603836265 0.122559167433214 34.801362702524 2.31950730797532e-265 4.57337964933196e-263
ENSG00000145721.10 1023.65595491591 8.2223485510514 0.236582372199263 34.7546965338824 1.17711522134957e-264 2.31083071627721e-262
ENSG00000228592.1 19.6878500717026 7.43435026399546 0.214053534068557 34.7312661589339 2.65855057107777e-264 5.19648811191791e-262
ENSG00000000003.13 2129.59128044337 3.18209083275893 0.0916352667578946 34.7256132419649 3.23574944340647e-264 6.29743788227108e-262
ENSG00000166848.5 13205.9109132717 -1.81481314406792 0.0522643659323258 -34.7237187650534 3.45595943497204e-264 6.69714508188231e-262
ENSG00000021300.12 5989.21245921337 4.50677670333531 0.129821701319517 34.7151258805587 4.65847054549304e-264 8.98885735342316e-262
ENSG00000133055.7 167.214264649128 7.89666131174376 0.22764772677041 34.6880745253731 1.19196792227288e-263 2.2902015160198e-261
ENSG00000147588.6 16665.8048592725 7.78007767294172 0.224330391230208 34.6813359985531 1.50609985495028e-263 2.8815008750303e-261
ENSG00000230897.1 142.888988534856 3.90471779784303 0.112679818448964 34.6532134289122 3.99588926410588e-263 7.61275915835058e-261
ENSG00000233111.1 15.7943975539637 3.4301137530114 0.0990811924296288 34.619221558598 1.29824147398659e-262 2.46294953922028e-260
ENSG00000220267.1 16.9189743499226 3.75638399077203 0.108515778323459 34.6160166641866 1.45070388478747e-262 2.74067706300936e-260
ENSG00000188501.10 109.976968471943 4.10370099327566 0.11867361952443 34.5797238655123 5.09749713074491e-262 9.59009126864143e-260
ENSG00000232004.1 18.025818412569 2.73084183840154 0.0790124035182523 34.5621917167815 9.34983900475396e-262 1.75171755494876e-259
ENSG00000181195.9 109486.074945292 -8.58093015742227 0.248303916195457 -34.5581748725527 1.07434689555528e-261 2.00450045570711e-259
ENSG00000183196.7 891.765581655801 5.82646803353159 0.168976898439976 34.4808555922292 1.55330986120151e-260 2.88621591987533e-258
ENSG00000197093.9 1516.28622413307 3.19061892290981 0.0926176745931284 34.4493525336959 4.60460441823704e-260 8.52078273328848e-258
ENSG00000150625.15 14922.0515926189 6.26418477703606 0.181838426893633 34.4491804292848 4.63200871419317e-260 8.53650846788777e-258
ENSG00000138823.11 222.108819586332 5.73761571255053 0.166582510398967 34.4430858846399 5.71503688149003e-260 1.04896481818308e-257
ENSG00000256211.1 17.184748808166 4.37810029844755 0.12737328321865 34.3722026143589 6.56333358443658e-259 1.19978800811531e-256
ENSG00000263146.2 440.562047916707 9.22865148643166 0.268763800018321 34.337405133439 2.1714287432573e-258 3.95340123449813e-256
ENSG00000018625.13 11144.0613907541 5.08213269378396 0.148058338513438 34.3252041378453 3.30229025298032e-258 5.98815299207098e-256
ENSG00000113368.10 1263.89239871803 3.06983061367169 0.0894936826340094 34.3022046173468 7.27529330780861e-258 1.3139761737367e-255
ENSG00000219951.4 26.5545768632697 3.31149329181348 0.0966775574902021 34.2529680908528 3.93945463638411e-257 7.08662373474164e-255
ENSG00000279118.1 487.113264968846 3.82916207588048 0.111822654743462 34.243169102586 5.51198245740793e-257 9.87607269511441e-255
ENSG00000155324.8 1661.36208473353 3.56910005337464 0.104297296381071 34.2204465236971 1.20061853410337e-256 2.14270071351128e-254
ENSG00000179073.6 18.7476923327981 7.51405698085313 0.21979546759013 34.186587481709 3.82639624099049e-256 6.77527227738049e-254
